ags,ort,plz,landkreis,bundesland
03361009,Oyten,28876,Landkreis Verden,Niedersachsen
01058128,Padenstedt,24634,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
05774032,Paderborn,33098,Kreis Paderborn,Nordrhein-Westfalen
05774032,Paderborn,33100,Kreis Paderborn,Nordrhein-Westfalen
05774032,Paderborn,33102,Kreis Paderborn,Nordrhein-Westfalen
05774032,Paderborn,33104,Kreis Paderborn,Nordrhein-Westfalen
05774032,Paderborn,33106,Kreis Paderborn,Nordrhein-Westfalen
05774032,Paderborn,33154,Kreis Paderborn,Nordrhein-Westfalen
05774032,Paderborn,33161,Kreis Paderborn,Nordrhein-Westfalen
09190138,Pähl,82396,Landkreis Weilheim-Schongau,Bayern
01051088,Pahlen,25794,Kreis Dithmarschen,Schleswig-Holstein
09273159,Painten,93351,Landkreis Kelheim,Bayern
16076055,Paitzdorf,07580,Landkreis Greiz,Thüringen
09189134,Palling,83349,Landkreis Traunstein,Bayern
07235104,Palzem,54439,Landkreis Trier-Saarburg,Rheinland-Pfalz
13076107,Pampow,19075,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
01057055,Panker,24321,Kreis Plön,Schleswig-Holstein
12060181,Panketal,16341,Landkreis Barnim,Brandenburg
14625440,Panschwitz-Kuckau - Panćicy-Kukow,01920,Landkreis Bautzen,Sachsen
13073061,Pantelitz,18442,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
01053097,Panten,23896,Kreis Herzogtum Lauenburg,Schleswig-Holstein
07231104,Pantenburg,54531,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz
07135070,Panzweiler,56865,Landkreis Cochem-Zell,Rheinland-Pfalz
03454041,Papenburg,26871,Landkreis Emsland,Niedersachsen
13072077,Papendorf,18059,Landkreis Rostock,Mecklenburg-Vorpommern
13075104,Papendorf,17309,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
13073062,Papenhagen,18510,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
09577158,Pappenheim,91788,Landkreis Weißenburg-Gunzenhausen,Bayern
13076108,Parchim,19370,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
13076108,Parchim,19374,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
13073063,Parchtitz,18528,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
09374144,Parkstein,92711,Landkreis Neustadt an der Waldnaab,Bayern
09278170,Parkstetten,94365,Landkreis Straubing-Bogen,Bayern
03151021,Parsau,38470,Landkreis Gifhorn,Niedersachsen
09373151,Parsberg,92331,Landkreis Neumarkt in der Oberpfalz,Bayern
12060185,Parsteinsee,16248,Landkreis Barnim,Brandenburg
07331056,Partenheim,55288,Landkreis Alzey-Worms,Rheinland-Pfalz
09677170,Partenstein,97846,Landkreis Main-Spessart,Bayern
14729340,Parthenstein,04668,Landkreis Leipzig,Sachsen
07235105,Paschel,54314,Landkreis Trier-Saarburg,Rheinland-Pfalz
13075105,Pasewalk,17309,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
16075079,Paska,07381,Saale-Orla-Kreis,Thüringen
01057056,Passade,24253,Kreis Plön,Schleswig-Holstein
09262000,Passau,94032,,Bayern
09262000,Passau,94034,,Bayern
09262000,Passau,94036,,Bayern
13074060,Passee,23992,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
13076109,Passow,19386,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
12073603,Passow,16306,Landkreis Uckermark,Brandenburg
09177135,Pastetten,85669,Landkreis Erding,Bayern
07141109,Patersberg,56348,Rhein-Lahn-Kreis,Rheinland-Pfalz
09276134,Patersdorf,94265,Landkreis Regen,Bayern
13076110,Pätow-Steegen,19230,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
03241013,Pattensen,30982,Region Hannover,Niedersachsen
13073064,Patzig,18528,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
12063228,Paulinenaue,14641,Landkreis Havelland,Brandenburg
09178150,Paunzhausen,85307,Landkreis Freising,Bayern
14523310,Pausa-Mühltroff,07919,Vogtlandkreis,Sachsen
14523310,Pausa-Mühltroff,07952,Vogtlandkreis,Sachsen
14523310,Pausa-Mühltroff,08539,Vogtlandkreis,Sachsen
12069460,Päwesin,14778,Landkreis Potsdam-Mittelmark,Brandenburg
09377145,Pechbrunn,95701,Landkreis Tirschenreuth,Bayern
13071172,Peenehagen,17192,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
13071172,Peenehagen,17194,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
13075106,Peenemünde,17449,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
07232103,Peffingen,54668,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
14729350,Pegau,04523,Landkreis Leipzig,Sachsen
03255032,Pegestorf,37619,Landkreis Holzminden,Niedersachsen
09472175,Pegnitz,91257,Landkreis Bayreuth,Bayern
03157006,Peine,31224,Landkreis Peine,Niedersachsen
03157006,Peine,31226,Landkreis Peine,Niedersachsen
03157006,Peine,31228,Landkreis Peine,Niedersachsen
01061084,Peissen,25551,Kreis Steinburg,Schleswig-Holstein
09190139,Peißenberg,82380,Landkreis Weilheim-Schongau,Bayern
09190140,Peiting,86971,Landkreis Weilheim-Schongau,Bayern
12071304,Peitz,03185,Landkreis Spree-Neiße,Brandenburg
07235106,Pellingen,54331,Landkreis Trier-Saarburg,Rheinland-Pfalz
01054103,Pellworm,25845,Kreis Nordfriesland,Schleswig-Holstein
01054103,Pellworm,25849,Kreis Nordfriesland,Schleswig-Holstein
07233056,Pelm,54570,Landkreis Vulkaneifel,Rheinland-Pfalz
09372146,Pemfling,93482,Landkreis Cham,Bayern
14522460,Penig,09322,Landkreis Mittelsachsen,Sachsen
13071114,Penkow,17213,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
13075107,Penkun,17328,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
03256023,Pennigsehl,31621,Landkreis Nienburg/Weser,Niedersachsen
09375180,Pentling,93080,Landkreis Regensburg,Bayern
09190141,Penzberg,82377,Landkreis Weilheim-Schongau,Bayern
13072078,Penzin,18249,Landkreis Rostock,Mecklenburg-Vorpommern
09181132,Penzing,86929,Landkreis Landsberg am Lech,Bayern
13071115,Penzlin,17217,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
13071115,Penzlin,17219,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
09171126,Perach,84567,Landkreis Altötting,Bayern
09278171,Perasdorf,94366,Landkreis Straubing-Bogen,Bayern
09278172,Perkam,94368,Landkreis Straubing-Bogen,Bayern
10042115,Perl,66706,Landkreis Merzig-Wadern,Saarland
12070296,Perleberg,19348,Landkreis Prignitz,Brandenburg
09272138,Perlesreut,94157,Landkreis Freyung-Grafenau,Bayern
13074061,Perlin,19209,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
07140116,Perscheid,55430,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
12063240,Pessin,14641,Landkreis Havelland,Brandenburg
09571190,Petersaurach,91580,Landkreis Ansbach,Bayern
06631020,Petersberg,36100,Landkreis Fulda,Hessen
07340037,Petersberg,66989,Landkreis Südwestpfalz,Rheinland-Pfalz
15088295,Petersberg,06193,Saalekreis,Sachsen-Anhalt
16074067,Petersberg,07616,Saale-Holzland-Kreis,Thüringen
09771155,Petersdorf,86574,Landkreis Aichach-Friedberg,Bayern
05770028,Petershagen,32469,Kreis Minden-Lübbecke,Nordrhein-Westfalen
12064380,Petershagen/Eggersdorf,15345,Landkreis Märkisch-Oderland,Brandenburg
12064380,Petershagen/Eggersdorf,15370,Landkreis Märkisch-Oderland,Brandenburg
09174136,Petershausen,85238,Landkreis Dachau,Bayern
07132089,Peterslahr,57632,Landkreis Altenkirchen,Rheinland-Pfalz
07135071,Peterswald-Löffelscheid,56858,Landkreis Cochem-Zell,Rheinland-Pfalz
09375181,Pettendorf,93186,Landkreis Regensburg,Bayern
09189135,Petting,83367,Landkreis Traunstein,Bayern
09471169,Pettstadt,96175,Landkreis Bamberg,Bayern
16075081,Peuschen,07389,Saale-Orla-Kreis,Thüringen
09778187,Pfaffenhausen,87772,Landkreis Unterallgäu,Bayern
08125081,Pfaffenhofen,74397,Landkreis Heilbronn,Baden-Württemberg
09174137,Pfaffenhofen an der Glonn,85235,Landkreis Dachau,Bayern
09186143,Pfaffenhofen an der Ilm,85276,Landkreis Pfaffenhofen an der Ilm,Bayern
09775143,Pfaffenhofen an der Roth,89284,Landkreis Neu-Ulm,Bayern
07133078,Pfaffen-Schwabenheim,55546,Landkreis Bad Kreuznach,Rheinland-Pfalz
08315089,Pfaffenweiler,79292,Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg
09187159,Pfaffing,83539,Landkreis Rosenheim,Bayern
16061075,Pfaffschwende,37308,Landkreis Eichsfeld,Thüringen
09375182,Pfakofen,93101,Landkreis Regensburg,Bayern
07140117,Pfalzfeld,56291,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
08237054,Pfalzgrafenweiler,72285,Landkreis Freudenstadt,Baden-Württemberg
09277138,Pfarrkirchen,84347,Landkreis Rottal-Inn,Bayern
09674184,Pfarrweisach,96176,Landkreis Haßberge,Bayern
09375183,Pfatter,93102,Landkreis Regensburg,Bayern
08126069,Pfedelbach,74629,Hohenlohekreis,Baden-Württemberg
07336077,Pfeffelbach,66871,Landkreis Kusel,Rheinland-Pfalz
09274172,Pfeffenhausen,84076,Landkreis Landshut,Bayern
16067055,Pferdingsleben,99869,Landkreis Gotha,Thüringen
08215101,Pfinztal,76327,Landkreis Karlsruhe,Baden-Württemberg
09577159,Pfofeld,91738,Landkreis Weißenburg-Gunzenhausen,Bayern
09176153,Pförring,85104,Landkreis Eichstätt,Bayern
09777158,Pforzen,87666,Landkreis Ostallgäu,Bayern
08231000,Pforzheim,75172,,Baden-Württemberg
08231000,Pforzheim,75173,,Baden-Württemberg
08231000,Pforzheim,75175,,Baden-Württemberg
08231000,Pforzheim,75177,,Baden-Württemberg
08231000,Pforzheim,75179,,Baden-Württemberg
08231000,Pforzheim,75180,,Baden-Württemberg
08231000,Pforzheim,75181,,Baden-Württemberg
09376153,Pfreimd,92536,Landkreis Schwandorf,Bayern
08415058,Pfronstetten,72539,Landkreis Reutlingen,Baden-Württemberg
09777159,Pfronten,87459,Landkreis Ostallgäu,Bayern
08437088,Pfullendorf,88630,Landkreis Sigmaringen,Baden-Württemberg
08415059,Pfullingen,72793,Landkreis Reutlingen,Baden-Württemberg
06432018,Pfungstadt,64319,Landkreis Darmstadt-Dieburg,Hessen
08215066,Philippsburg,76661,Landkreis Karlsruhe,Baden-Württemberg
07232104,Philippsheim,54662,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
09272139,Philippsreut,94158,Landkreis Freyung-Grafenau,Bayern
06632016,Philippsthal,36269,Landkreis Hersfeld-Rotenburg,Hessen
13076111,Picher,19230,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
07232105,Pickließem,54647,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
09172128,Piding,83451,Landkreis Berchtesgadener Land,Bayern
09375184,Pielenhofen,93188,Landkreis Regensburg,Bayern
07231105,Piesport,54498,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz
07137087,Pillig,56753,Landkreis Mayen-Koblenz,Rheinland-Pfalz
09373153,Pilsach,92367,Landkreis Neumarkt in der Oberpfalz,Bayern
09279132,Pilsting,94431,Landkreis Dingolfing-Landau,Bayern
13074062,Pingelshagen,19069,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
01056039,Pinneberg,25421,Kreis Pinneberg,Schleswig-Holstein
13076112,Pinnow,19065,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
12073440,Pinnow,16278,Landkreis Uckermark,Brandenburg
07232291,Pintesfeld,54649,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
09474158,Pinzberg,91361,Landkreis Forchheim,Bayern
09374146,Pirk,92712,Landkreis Neustadt an der Waldnaab,Bayern
07317000,Pirmasens,66953,,Rheinland-Pfalz
07317000,Pirmasens,66954,,Rheinland-Pfalz
07317000,Pirmasens,66955,,Rheinland-Pfalz
14628270,Pirna,01796,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen
12070300,Pirow,19348,Landkreis Prignitz,Brandenburg
07232292,Pittenbach,54595,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
09189137,Pittenhart,83132,Landkreis Traunstein,Bayern
13072079,Plaaz,18276,Landkreis Rostock,Mecklenburg-Vorpommern
07137088,Plaidt,56637,Landkreis Mayen-Koblenz,Rheinland-Pfalz
12069470,Planebruch,14822,Landkreis Potsdam-Mittelmark,Brandenburg
09184138,Planegg,82152,Landkreis München,Bayern
12069474,Planetal,14806,Landkreis Potsdam-Mittelmark,Brandenburg
09472176,Plankenfels,95515,Landkreis Bayreuth,Bayern
08226063,Plankstadt,68723,Rhein-Neckar-Kreis,Baden-Württemberg
07232106,Plascheid,54673,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
13076113,Plate,19086,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
07231107,Platten,54518,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz
12070302,Plattenburg,19339,Landkreis Prignitz,Brandenburg
09271146,Plattling,94447,Landkreis Deggendorf,Bayern
13076114,Plau am See,19395,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
16070043,Plaue,99338,Ilm-Kreis,Thüringen
14523320,Plauen,08523,Vogtlandkreis,Sachsen
14523320,Plauen,08525,Vogtlandkreis,Sachsen
14523320,Plauen,08527,Vogtlandkreis,Sachsen
14523320,Plauen,08529,Vogtlandkreis,Sachsen
14523320,Plauen,08541,Vogtlandkreis,Sachsen
14523320,Plauen,08547,Vogtlandkreis,Sachsen
09472177,Plech,91287,Landkreis Bayreuth,Bayern
07132090,Pleckhausen,56593,Landkreis Altenkirchen,Rheinland-Pfalz
08118063,Pleidelsheim,74385,Landkreis Ludwigsburg,Baden-Württemberg
07231108,Plein,54518,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz
09577161,Pleinfeld,91785,Landkreis Weißenburg-Gunzenhausen,Bayern
09171127,Pleiskirchen,84568,Landkreis Altötting,Bayern
07337062,Pleisweiler-Oberhofen,76889,Landkreis Südliche Weinstraße,Rheinland-Pfalz
07133080,Pleitersheim,55576,Landkreis Bad Kreuznach,Rheinland-Pfalz
07140118,Pleizenhausen,55469,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
09778188,Pleß,87773,Landkreis Unterallgäu,Bayern
12062372,Plessa,04928,Landkreis Elbe-Elster,Brandenburg
05962052,Plettenberg,58840,Märkischer Kreis,Nordrhein-Westfalen
09374147,Pleystein,92714,Landkreis Neustadt an der Waldnaab,Bayern
09175133,Pliening,85652,Landkreis Ebersberg,Bayern
08415060,Pliezhausen,72124,Landkreis Reutlingen,Baden-Württemberg
08116056,Plochingen,73207,Landkreis Esslingen,Baden-Württemberg
01057057,Plön,24306,Kreis Plön,Schleswig-Holstein
09377146,Plößberg,95703,Landkreis Tirschenreuth,Bayern
16075083,Plothen,07907,Saale-Orla-Kreis,Thüringen
15089245,Plötzkau,06425,Salzlandkreis,Sachsen-Anhalt
13075108,Plöwen,17321,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
08119055,Plüderhausen,73642,Rems-Murr-Kreis,Baden-Württemberg
08119055,Plüderhausen,73655,Rems-Murr-Kreis,Baden-Württemberg
07232293,Plütscheid,54597,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
07235107,Pluwig,54316,Landkreis Trier-Saarburg,Rheinland-Pfalz
14521495,Pockau-Lengefeld,09509,Erzgebirgskreis,Sachsen
14521495,Pockau-Lengefeld,09514,Erzgebirgskreis,Sachsen
09275141,Pocking,94060,Landkreis Passau,Bayern
09188137,Pöcking,82343,Landkreis Starnberg,Bayern
12064388,Podelzig,15326,Landkreis Märkisch-Oderland,Brandenburg
01053098,Pogeez,23911,Kreis Herzogtum Lauenburg,Schleswig-Holstein
01053099,Poggensee,23896,Kreis Herzogtum Lauenburg,Schleswig-Holstein
07141111,Pohl,56357,Rhein-Lahn-Kreis,Rheinland-Pfalz
14523330,Pöhl,08543,Vogtlandkreis,Sachsen
03257029,Pohle,31867,Landkreis Schaumburg,Niedersachsen
06531014,Pohlheim,35415,Landkreis Gießen,Hessen
01057058,Pohnsdorf,24211,Kreis Plön,Schleswig-Holstein
09175135,Poing,85586,Landkreis Ebersberg,Bayern
13074064,Pokrent,19205,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
07137089,Polch,56751,Landkreis Mayen-Koblenz,Rheinland-Pfalz
13072080,Pölchow,18059,Landkreis Rostock,Mecklenburg-Vorpommern
07235108,Pölich,54340,Landkreis Trier-Saarburg,Rheinland-Pfalz
01062056,Pölitz,23847,Kreis Stormarn,Schleswig-Holstein
03255033,Polle,37647,Landkreis Holzminden,Niedersachsen
09176155,Pollenfeld,85131,Landkreis Eichstätt,Bayern
03257030,Pollhagen,31718,Landkreis Schaumburg,Niedersachsen
09190142,Polling,82398,Landkreis Weilheim-Schongau,Bayern
09183136,Polling,84570,Landkreis Mühldorf am Inn,Bayern
09577162,Polsingen,91805,Landkreis Weißenburg-Gunzenhausen,Bayern
16076058,Pölzig,07554,Landkreis Greiz,Thüringen
13075109,Polzow,17309,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
09574147,Pommelsbrunn,91224,Landkreis Nürnberger Land,Bayern
01059152,Pommerby,24395,Kreis Schleswig-Flensburg,Schleswig-Holstein
07135072,Pommern,56829,Landkreis Cochem-Zell,Rheinland-Pfalz
09471172,Pommersfelden,96178,Landkreis Bamberg,Bayern
07131065,Pomster,53534,Landkreis Ahrweiler,Rheinland-Pfalz
16077039,Ponitz,04639,Landkreis Altenburger Land,Thüringen
01054104,Poppenbüll,25836,Kreis Nordfriesland,Schleswig-Holstein
13072081,Poppendorf,18184,Landkreis Rostock,Mecklenburg-Vorpommern
09678168,Poppenhausen,97490,Landkreis Schweinfurt,Bayern
06631021,Poppenhausen,36163,Landkreis Fulda,Hessen
09371144,Poppenricht,92284,Landkreis Amberg-Sulzbach,Bayern
16075084,Pörmitz,07907,Saale-Orla-Kreis,Thüringen
09186144,Pörnbach,85309,Landkreis Pfaffenhofen an der Ilm,Bayern
05770032,Porta Westfalica,32457,Kreis Minden-Lübbecke,Nordrhein-Westfalen
01061085,Pöschendorf,25560,Kreis Steinburg,Schleswig-Holstein
13073065,Poseritz,18574,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
09372147,Pösing,93483,Landkreis Cham,Bayern
16075085,Pößneck,07381,Saale-Orla-Kreis,Thüringen
09274174,Postau,84103,Landkreis Landshut,Bayern
09373155,Postbauer-Heng,92353,Landkreis Neumarkt in der Oberpfalz,Bayern
16077041,Posterstein,04626,Landkreis Altenburger Land,Thüringen
01057059,Postfeld,24211,Kreis Plön,Schleswig-Holstein
13075110,Postlow,17391,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
09277139,Postmünster,84389,Landkreis Rottal-Inn,Bayern
12054000,Potsdam,14467,,Brandenburg
12054000,Potsdam,14469,,Brandenburg
12054000,Potsdam,14471,,Brandenburg
12054000,Potsdam,14473,,Brandenburg
12054000,Potsdam,14476,,Brandenburg
12054000,Potsdam,14478,,Brandenburg
12054000,Potsdam,14480,,Brandenburg
12054000,Potsdam,14482,,Brandenburg
09472179,Pottenstein,91278,Landkreis Bayreuth,Bayern
09771156,Pöttmes,86554,Landkreis Aichach-Friedberg,Bayern
07143284,Pottum,56459,Westerwaldkreis,Rheinland-Pfalz
09474160,Poxdorf,91099,Landkreis Forchheim,Bayern
16074068,Poxdorf,07616,Saale-Holzland-Kreis,Thüringen
01061086,Poyenberg,25581,Kreis Steinburg,Schleswig-Holstein
07132091,Pracht,57589,Landkreis Altenkirchen,Rheinland-Pfalz
09276135,Prackenbach,94267,Landkreis Regen,Bayern
13071117,Pragsdorf,17094,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
01057060,Prasdorf,24253,Kreis Plön,Schleswig-Holstein
07141112,Prath,56346,Rhein-Lahn-Kreis,Rheinland-Pfalz
13072082,Prebberede,17168,Landkreis Rostock,Mecklenburg-Vorpommern
09472180,Prebitz,95473,Landkreis Bayreuth,Bayern
01057062,Preetz,24211,Kreis Plön,Schleswig-Holstein
13073066,Preetz,18445,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
07232294,Preischeid,54673,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
07232294,Preischeid,54689,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
07232107,Preist,54664,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
09190143,Prem,86984,Landkreis Weilheim-Schongau,Bayern
12063244,Premnitz,14727,Landkreis Havelland,Brandenburg
12073452,Prenzlau,17291,Landkreis Uckermark,Brandenburg
13073067,Prerow,18375,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
09374149,Pressath,92690,Landkreis Neustadt an der Waldnaab,Bayern
09477148,Presseck,95355,Landkreis Kulmbach,Bayern
09476164,Pressig,96332,Landkreis Kronach,Bayern
09474161,Pretzfeld,91362,Landkreis Forchheim,Bayern
05770036,Preußisch Oldendorf,32361,Kreis Minden-Lübbecke,Nordrhein-Westfalen
03354020,Prezelle,29491,Landkreis Lüchow-Dannenberg,Niedersachsen
13071118,Priborn,17209,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
09675158,Prichsenstadt,97357,Landkreis Kitzingen,Bayern
09187162,Prien am Chiemsee,83209,Landkreis Rosenheim,Bayern
13071119,Priepert,17255,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
09471173,Priesendorf,96170,Landkreis Bamberg,Bayern
14627200,Priestewitz,01561,Landkreis Meißen,Sachsen
01058129,Prinzenmoor,24805,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
03458012,Prinzhöfte,27243,Landkreis Oldenburg,Niedersachsen
13071120,Pripsleben,17091,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
01056040,Prisdorf,25497,Kreis Pinneberg,Schleswig-Holstein
13076115,Prislich,19300,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
09181134,Prittriching,86931,Landkreis Landsberg am Lech,Bayern
13076116,Pritzier,19230,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
12070316,Pritzwalk,16928,Landkreis Prignitz,Brandenburg
01057063,Probsteierhagen,24253,Kreis Plön,Schleswig-Holstein
16073067,Probstzella,07330,Landkreis Saalfeld-Rudolstadt,Thüringen
13073068,Prohn,18445,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
07232295,Pronsfeld,54597,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
01060067,Pronstorf,23820,Kreis Segeberg,Schleswig-Holstein
09679174,Prosselsheim,97279,Landkreis Würzburg,Bayern
12064393,Prötzel,15345,Landkreis Märkisch-Oderland,Brandenburg
13073069,Pruchten,18356,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
07232296,Prüm,54595,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
07232108,Prümzurlay,54668,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
09187163,Prutting,83134,Landkreis Rosenheim,Bayern
09374150,Püchersreuth,92715,Landkreis Neustadt an der Waldnaab,Bayern
09179145,Puchheim,82178,Landkreis Fürstenfeldbruck,Bayern
13075111,Pudagla,17429,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
07138057,Puderbach,56305,Landkreis Neuwied,Rheinland-Pfalz
05362036,Pulheim,50259,Rhein-Erft-Kreis,Nordrhein-Westfalen
09184139,Pullach im Isartal,82049,Landkreis München,Bayern
09377148,Pullenreuth,95704,Landkreis Tirschenreuth,Bayern
01061087,Puls,25560,Kreis Steinburg,Schleswig-Holstein
14625450,Pulsnitz,01896,Landkreis Bautzen,Sachsen
07135073,Pünderich,56862,Landkreis Cochem-Zell,Rheinland-Pfalz
09181141,Pürgen,86932,Landkreis Landsberg am Lech,Bayern
09573124,Puschendorf,90617,Landkreis Fürth,Bayern
14625460,Puschwitz - Bóšicy,02699,Landkreis Bautzen,Sachsen
13073070,Putbus,18581,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
13073071,Putgarten,18556,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
12070325,Putlitz,16949,Landkreis Prignitz,Brandenburg
10041515,Püttlingen,66346,Regionalverband Saarbrücken,Saarland
09184140,Putzbrunn,85640,Landkreis München,Bayern
09373156,Pyrbaum,90602,Landkreis Neumarkt in der Oberpfalz,Bayern
03459030,Quakenbrück,49610,Landkreis Osnabrück,Niedersachsen
01058130,Quarnbek,24107,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
01061088,Quarnstedt,25563,Kreis Steinburg,Schleswig-Holstein
16075087,Quaschwitz,07389,Saale-Orla-Kreis,Thüringen
15085235,Quedlinburg,06484,Landkreis Harz,Sachsen-Anhalt
15085235,Quedlinburg,06485,Landkreis Harz,Sachsen-Anhalt
07335037,Queidersbach,66851,Landkreis Kaiserslautern,Rheinland-Pfalz
03456018,Quendorf,48465,Landkreis Grafschaft Bentheim,Niedersachsen
03154016,Querenhorst,38368,Landkreis Helmstedt,Niedersachsen
15088305,Querfurt,06268,Saalekreis,Sachsen-Anhalt
03251029,Quernheim,49448,Landkreis Diepholz,Niedersachsen
01056041,Quickborn,25451,Kreis Pinneberg,Schleswig-Holstein
01051089,Quickborn,25712,Kreis Dithmarschen,Schleswig-Holstein
07131066,Quiddelbach,53518,Landkreis Ahrweiler,Rheinland-Pfalz
10041516,Quierschied,66287,Regionalverband Saarbrücken,Saarland
07143061,Quirnbach,56242,Westerwaldkreis,Rheinland-Pfalz
07336501,Quirnbach/Pfalz,66909,Landkreis Kusel,Rheinland-Pfalz
07332042,Quirnheim,67280,Landkreis Bad Dürkheim,Rheinland-Pfalz
14626440,Quitzdorf am See - Kwětanecy,02906,Landkreis Görlitz,Sachsen
01056042,Raa-Besenbek,25335,Kreis Pinneberg,Schleswig-Holstein
01059154,Rabel,24376,Kreis Schleswig-Flensburg,Schleswig-Holstein
06531015,Rabenau,35466,Landkreis Gießen,Hessen
14628300,Rabenau,01734,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen
01059155,Rabenholz,24395,Kreis Schleswig-Flensburg,Schleswig-Holstein
01059068,Rabenkirchen-Faulück,24407,Kreis Schleswig-Flensburg,Schleswig-Holstein
13076117,Raben Steinfeld,19065,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
12069485,Rabenstein/Fläming,14823,Landkreis Potsdam-Mittelmark,Brandenburg
03154017,Räbke,38375,Landkreis Helmstedt,Niedersachsen
14625470,Räckelwitz - Worklecy,01920,Landkreis Bautzen,Sachsen
07132092,Racksen,57612,Landkreis Altenkirchen,Rheinland-Pfalz
14730250,Rackwitz,04519,Landkreis Nordsachsen,Sachsen
03355028,Radbruch,21449,Landkreis Lüneburg,Niedersachsen
03256024,Raddestorf,31604,Landkreis Nienburg/Weser,Niedersachsen
01061089,Rade,25579,Kreis Steinburg,Schleswig-Holstein
01058132,Rade,24790,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
01058132,Rade,24794,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
14625480,Radeberg,01454,Landkreis Bautzen,Sachsen
14627210,Radebeul,01445,Landkreis Meißen,Sachsen
